"","region","object of transaction","address","total area transfer","land type_in city","land type_not in city","Land use zoning detailed map of non-urban area","date","number of buildings","transfer floor","total floors","type of building","main uses","main building materials","time of completion","total area","number of living rooms","number of dining  rooms","number of restrooms","has compartment","has management organization","selling price","selling price per square meter","parking category","total parking area transfer","parking price"
"507","北投區","房地(土地+建物)+車位","臺北市北投區裕民六路1~30號",13.47,"商",NA,NA,10309,"土地1建物1車位1","九層",18,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",970930,182.99,3,2,2,"有","有",35450000,193726,"坡道平面",55.26,0
"508","中山區","土地","北安段四小段1~30地號",3926,"其他",NA,NA,10309,"土地4建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",66742000,17000,"",0,0
"509","中山區","土地","中山段四小段211~240地號",0.33,"其他",NA,NA,10104,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",293838,0,"",0,0
"510","中山區","土地","中山段四小段211~240地號",2.48,"其他",NA,NA,10101,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",2201653,887763,"",0,0
"511","中山區","房地(土地+建物)","臺北市中山區松江路25巷1~30號",5.8,"住",NA,NA,10310,"土地1建物1車位0","三層",11,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",971118,30.7,0,0,0,"無","有",8800000,286645,"",0,0
"512","松山區","房地(土地+建物)","臺北市松山區復興北路499巷2弄1~30號",26.5,"住",NA,NA,10309,"土地1建物1車位0","三層，露台",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,88.29,4,2,2,"有","無",16000000,181221,"",0,0
"513","文山區","房地(土地+建物)","臺北市文山區和平東路四段65巷77弄1~30號",74.98,"住",NA,NA,10310,"土地1建物1車位0","全",4,"透天厝","住家用","鋼筋混凝土造",760413,168.05,5,2,4,"有","有",20000000,119012,"",0,0
"514","文山區","房地(土地+建物)","臺北市文山區木柵路四段121~150號",24.96,"其他",NA,NA,10307,"土地2建物1車位0","十三層",19,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1000214,82.69,2,2,2,"有","有",17080000,206555,"",0,0
"515","中正區","房地(土地+建物)","臺北市中正區杭州南路一段105巷1~30號",57.75,"住",NA,NA,10308,"土地2建物1車位0","四層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",590309,145.68,3,2,2,"有","無",32200000,221032,"",0,0
"516","中山區","房地(土地+建物)","臺北市中山區中山北路二段93巷1~30號",6.45,"商",NA,NA,10308,"土地1建物1車位0","六層",9,"套房(1房1廳1衛)","商業用","鋼筋混凝土造",890815,48.13,1,1,1,"有","有",11360000,236027,"",0,0
"517","文山區","建物","臺北市文山區萬寧街151~180號",0,"",NA,NA,10310,"土地0建物1車位0","十四層",16,"住宅大樓(11層含以上有電梯)","國民住宅","鋼筋混凝土造",861030,153.73,3,1,1,"有","有",1000000,6505,"",0,0
"518","大安區","房地(土地+建物)","臺北市大安區信義路三段181~210號",8.85,"商",NA,NA,10309,"土地1建物1車位0","五層",12,"住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造",770921,103.06,2,1,1,"有","有",33680000,326800,"",0,0
"519","大安區","房地(土地+建物)","臺北市大安區復興南路二段171巷1~30號",28.75,"住",NA,NA,10309,"土地1建物1車位0","十七層",19,"住宅大樓(11層含以上有電梯)","國民住宅","鋼筋混凝土造",740522,148.19,4,2,2,"有","無",35000000,236183,"",0,0
"520","大安區","車位","臺北市大安區忠孝東路四段211~240號",4.67,"商",NA,NA,10310,"土地0建物0車位1","地下二層",13,"其他","見使用執照","鋼筋混凝土造",NA,48.1,0,0,0,"有","有",4350000,NA,"坡道平面",48.1,4350000
"521","士林區","房地(土地+建物)","臺北市士林區天母西路61~90號",20.11,"商",NA,NA,10309,"土地2建物1車位0","七層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",670313,79.58,2,2,1,"有","有",17550000,220533,"",0,0
"522","士林區","土地","力行段三小段61~90地號",2569.33,"農",NA,NA,10309,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",10301746,4010,"",0,0
"523","大安區","房地(土地+建物)","臺北市大安區雲和街61~90號",20.4,"住",NA,NA,10309,"土地1建物1車位0","五層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,58.51,1,2,1,"有","無",15800000,270039,"",0,0
"524","大安區","房地(土地+建物)","臺北市大安區敦化南路一段233巷31~60號",6.16,"住",NA,NA,10310,"土地1建物1車位0","十層",10,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",760709,43.52,0,1,1,"有","有",18000000,413603,"",0,0
"525","大安區","房地(土地+建物)","臺北市大安區敦化南路二段63巷1~30號",21.73,"住",NA,NA,10310,"土地1建物1車位0","四層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",730420,110.91,3,2,2,"有","無",35000000,315571,"",0,0
"526","大安區","房地(土地+建物)","臺北市大安區忠孝東路三段181~210號",20.04,"住",NA,NA,10309,"土地2建物1車位0","四層",14,"住宅大樓(11層含以上有電梯)","國民住宅","鋼筋混凝土造",760423,110.59,3,2,2,"有","有",27500000,248666,"",0,0
"527","士林區","土地","富安段三小段241~270地號",700.45,"其他",NA,NA,10309,"土地8建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",51911776,74112,"",0,0
"528","北投區","土地","行義段二小段1~30地號",270.05,"其他",NA,NA,10309,"土地7建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",5943389,22008,"",0,0
"529","士林區","房地(土地+建物)","臺北市士林區福壽街31~60號",9.27,"商",NA,NA,10212,"土地1建物1車位0","一層",7,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",1030905,50.63,1,1,1,"有","無",12000000,237014,"",0,0
"530","士林區","房地(土地+建物)","臺北市士林區福壽街31~60號",11.35,"商",NA,NA,10205,"土地1建物1車位0","二層",7,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",1030905,62,1,1,1,"有","無",13630000,219839,"",0,0
"531","士林區","房地(土地+建物)","臺北市士林區福壽街31~60號",14.8,"商",NA,NA,10304,"土地1建物1車位0","四層",7,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",1030905,80.81,1,1,1,"有","無",18880000,233634,"",0,0
"532","士林區","房地(土地+建物)","臺北市士林區福壽街31~60號",11.32,"商",NA,NA,10205,"土地1建物1車位0","三層",7,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",1030905,61.91,1,1,1,"有","無",13680000,220966,"",0,0
"533","北投區","房地(土地+建物)","臺北市北投區立農街一段541~570號",30.52,"住",NA,NA,10308,"土地1建物1車位0","一層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",750814,94.2,3,2,2,"有","無",7000000,74310,"",0,0
"534","士林區","房地(土地+建物)+車位","臺北市士林區中山北路六段776巷61~90號",52.78,"住",NA,NA,10309,"土地1建物1車位1","七層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",790521,222.3,3,2,2,"有","有",43700000,196572,"坡道平面",43.03,0
"535","北投區","房地(土地+建物)","臺北市北投區泉源路35巷1~30號",32.88,"住",NA,NA,10309,"土地2建物1車位0","地下二層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",670706,106.58,3,2,2,"有","無",8300000,77876,"",0,0
"536","北投區","房地(土地+建物)","臺北市北投區大業路280巷1~30號",30.15,"住",NA,NA,10309,"土地1建物1車位0","二層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",671011,98.04,3,2,2,"有","無",14000000,142799,"",0,0
"537","北投區","車位","臺北市北投區東華街一段481~510號",1.4,"住",NA,NA,10310,"土地0建物0車位2","",NA,"其他","","",NA,61.98,0,0,0,"有","有",2000000,NA,"升降機械",61.98,2000000
"538","北投區","房地(土地+建物)+車位","臺北市北投區關渡路1~30號",34.22,"住",NA,NA,10309,"土地1建物1車位3","八層",11,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",961114,242.76,4,2,2,"有","有",30600000,126050,"升降機械",40.17,0
"539","信義區","房地(土地+建物)","臺北市信義區忠孝東路五段31~60號",18.96,"住",NA,NA,10310,"土地2建物1車位0","六層",12,"住宅大樓(11層含以上有電梯)","國民住宅","鋼筋混凝土造",720406,116.19,3,2,1,"有","有",29600000,254755,"",0,0
"540","松山區","房地(土地+建物)","臺北市松山區健康路325巷25弄1~30號",28.88,"住",NA,NA,10309,"土地1建物1車位0","五層",7,"華廈(10層含以下有電梯)","國民住宅","鋼筋混凝土造",811008,116.67,3,2,2,"有","有",25000000,214280,"",0,0
"541","松山區","房地(土地+建物)","臺北市松山區延壽街402巷3弄1~30號",25.4,"住",NA,NA,10309,"土地1建物1車位0","五層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,87.79,3,2,1,"有","無",6531700,74401,"",0,0
"542","信義區","房地(土地+建物)","臺北市信義區信義路五段150巷451~480號",10.49,"住",NA,NA,10309,"土地1建物1車位0","九層",10,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",830715,38.35,0,0,0,"無","有",8000000,208605,"",0,0
"543","南港區","土地","新光段二小段121~150地號",391.45,"其他",NA,NA,10308,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",35089578,89640,"",0,0
"544","南港區","土地","新光段二小段121~150地號",417.09,"其他",NA,NA,10308,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",37387948,89640,"",0,0
"545","松山區","房地(土地+建物)","臺北市松山區南京東路五段31~60號",12.67,"其他",NA,NA,10309,"土地1建物1車位0","六層",13,"住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造",690207,130.64,3,2,2,"有","有",28800000,220453,"",0,0
"546","松山區","土地","西松段二小段721~750地號",25.5,"商",NA,NA,10309,"土地2建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",23500000,921569,"",0,0
"547","信義區","房地(土地+建物)+車位","臺北市信義區松德路91~120號",16.94,"住",NA,NA,10308,"土地3建物1車位1","十三層",23,"住宅大樓(11層含以上有電梯)","住家用","鋼骨鋼筋混凝土造",831021,204.69,3,2,2,"有","有",56400000,275539,"坡道平面",0,0
"548","松山區","房地(土地+建物)","臺北市松山區南京東路三段335巷1~30號",8.15,"住",NA,NA,10309,"土地3建物1車位0","五層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",740819,50.58,1,1,1,"有","有",12000000,237248,"",0,0
"549","中山區","房地(土地+建物)","臺北市中山區中山北路二段77巷1~30號",2.97,"商",NA,NA,10310,"土地1建物1車位0","六層",10,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",711008,27.89,1,1,1,"有","有",5200000,186447,"",0,0
"550","中山區","房地(土地+建物)","臺北市中山區堤頂大道二段481~510號",23.93,"其他",NA,NA,10310,"土地1建物1車位0","七層",10,"華廈(10層含以下有電梯)","商業用","鋼筋混凝土造",991201,109.25,2,1,1,"有","有",32500000,297483,"",0,0
"551","中山區","車位","臺北市中山區堤頂大道二段481~510號",2.84,"其他",NA,NA,10310,"土地0建物0車位1","一層",10,"其他","商業用","鋼筋混凝土造",991201,37.48,0,0,0,"有","有",2500000,NA,"坡道平面",37.32,2500000
"552","南港區","房地(土地+建物)","臺北市南港區舊莊街一段212巷1~30號",40.12,"住",NA,NA,10310,"土地2建物1車位0","一層",4,"公寓(5樓含以下無電梯)","商業用","鋼筋混凝土造",790326,57.33,0,0,0,"無","無",12000000,209314,"",0,0
"553","信義區","房地(土地+建物)","臺北市信義區虎林街164巷31~60號",30.75,"住",NA,NA,10308,"土地2建物1車位0","三層，陽台",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,85.02,2,2,1,"有","無",20970000,246648,"",0,0
"554","松山區","房地(土地+建物)","臺北市松山區健康路225巷1~30號",28.74,"住",NA,NA,10309,"土地1建物1車位0","五層",7,"華廈(10層含以下有電梯)","國民住宅","鋼筋混凝土造",810309,134.34,4,2,2,"有","有",7010000,52181,"",0,0
"555","信義區","房地(土地+建物)","臺北市信義區忠孝東路五段295巷1~30號",8.15,"住",NA,NA,10309,"土地1建物1車位0","三層",5,"套房(1房1廳1衛)","見其他登記事項","鋼筋混凝土造",931005,32.19,1,1,1,"有","有",11780000,365952,"",0,0
"556","南港區","房地(土地+建物)","臺北市南港區市民大道八段536巷1~30號",36.67,"工",NA,NA,10309,"土地1建物1車位0","一層，平台",3,"公寓(5樓含以下無電梯)","工業用","鋼筋混凝土造",640604,97.28,2,1,1,"有","無",14500000,149054,"",0,0
"557","南港區","房地(土地+建物)+車位","臺北市南港區忠孝東路六段1~30號",48.38,"商",NA,NA,10308,"土地1建物1車位2","六層",17,"辦公商業大樓","見其他登記事項","見其他登記事項",931216,463.49,0,0,0,"無","有",77020000,185532,"坡道平面",69.92,4000000
"558","信義區","房地(土地+建物)","臺北市信義區永吉路391~420號",52,"商",NA,NA,10309,"土地2建物1車位0","騎樓，一層，二層",2,"店面(店鋪)","住家用","鋼筋混凝土造",680320,92.65,2,1,1,"有","無",56800000,613060,"",0,0
"559","中山區","車位","臺北市中山區明水路631~660號",0.25,"商",NA,NA,10310,"土地0建物0車位1","三層",9,"其他","商業用","鋼筋混凝土造",960503,14.93,0,0,0,"有","有",1100000,NA,"坡道機械",14.94,1100000
"560","內湖區","房地(土地+建物)+車位","臺北市內湖區民權東路六段180巷61~90號",14.2,"住",NA,NA,10308,"土地1建物1車位1","四層",10,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",980715,92.6,2,2,1,"有","有",15000000,161987,"升降機械",13.84,0
"561","中山區","房地(土地+建物)+車位","臺北市中山區林森北路571~600號",13,"商",NA,NA,10304,"土地1建物1車位1","十二層",13,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1000726,160.97,3,2,1,"有","有",31500000,234009,"坡道平面",39.18,3000000
"562","內湖區","房地(土地+建物)","臺北市內湖區瑞光路241~270號",37.07,"住",NA,NA,10309,"土地1建物1車位0","七層",7,"華廈(10層含以下有電梯)","國民住宅","鋼筋混凝土造",730210,112.35,3,2,1,"有","有",16400000,145972,"",0,0
"563","中山區","房地(土地+建物)+車位","臺北市中山區樂群二路266巷91~120號",74.11,"住",NA,NA,10310,"土地1建物2車位1","一層",9,"辦公商業大樓","商業用","鋼筋混凝土造",951005,277.19,0,0,0,"無","有",130000000,468992,"坡道平面",6.05,0
"564","內湖區","房地(土地+建物)","臺北市內湖區東湖路106巷7弄1~30號",34.12,"商",NA,NA,10309,"土地1建物1車位0","五層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",711228,115.49,11,0,11,"有","無",17500000,151528,"",0,0
"565","萬華區","房地(土地+建物)","臺北市萬華區桂林路61~90號",7.85,"商",NA,NA,10310,"土地1建物1車位0","二層",14,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",920822,106.18,3,1,2,"有","有",16000000,150688,"",0,0
"566","大同區","房地(土地+建物)","臺北市大同區西寧北路61~90號",11.62,"其他",NA,NA,10309,"土地1建物2車位0","三層",11,"住宅大樓(11層含以上有電梯)","","鋼筋混凝土造",NA,76.97,2,2,2,"有","有",11500000,149409,"",0,0
"567","萬華區","房地(土地+建物)","臺北市萬華區中華路一段114巷1~30號",2.14,"商",NA,NA,10309,"土地1建物1車位0","一層",6,"華廈(10層含以下有電梯)","商業用","鋼筋混凝土造",761105,12.34,0,0,0,"無","無",2000000,162075,"",0,0
"568","大同區","房地(土地+建物)","臺北市大同區迪化街二段146巷1~30號",71.88,"住",NA,NA,10310,"土地3建物2車位0","全",1,"透天厝","","土磚石混合造",NA,41.53,3,2,1,"有","無",24766900,596362,"",0,0
"569","萬華區","房地(土地+建物)","臺北市萬華區峨眉街121~150號",29.07,"商",NA,NA,10309,"土地2建物1車位0","八層",9,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",651027,203.84,4,2,2,"有","有",29500000,144721,"",0,0
"570","大同區","房地(土地+建物)","臺北市大同區民生西路61~90號",24.5,"商",NA,NA,10308,"土地1建物1車位0","三層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",621110,80.84,1,1,2,"有","無",15000000,185552,"",0,0
"571","大同區","房地(土地+建物)","臺北市大同區臺北市大同區民生西路61~90號",24.5,"商",NA,NA,10308,"土地1建物1車位0","四層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",621110,80.84,2,0,1,"有","無",15000000,185552,"",0,0
"572","大同區","房地(土地+建物)","臺北市大同區迪化街一段331~360號",15.89,"其他",NA,NA,10310,"土地1建物1車位0","二層，電梯樓梯間",9,"華廈(10層含以下有電梯)","商業用","鋼筋混凝土造",860118,113.5,3,1,2,"有","有",4400000,38767,"",0,0
