"","region","object of transaction","address","total area transfer","land type_in city","land type_not in city","Land use zoning detailed map of non-urban area","date","number of buildings","transfer floor","total floors","type of building","main uses","main building materials","time of completion","total area","number of living rooms","number of dining  rooms","number of restrooms","has compartment","has management organization","selling price","selling price per square meter","parking category","total parking area transfer","parking price"
"400","萬華區","房地(土地+建物)","臺北市萬華區三水街61~90號",20.84,"商",NA,NA,10309,"土地1建物1車位0","四層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",610406,73.73,4,1,1,"有","無",8500000,115286,"",0,0
"401","萬華區","房地(土地+建物)","臺北市萬華區西園路二段140巷1~30號",13.5,"住",NA,NA,10310,"土地1建物1車位0","四層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",631129,47.62,2,1,1,"有","無",2192700,46046,"",0,0
"402","萬華區","房地(土地+建物)","臺北市萬華區成都路91~120號",7.27,"商",NA,NA,10308,"土地3建物1車位0","十一層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",660907,85.56,3,1,1,"有","有",11500000,134409,"",0,0
"403","文山區","房地(土地+建物)+車位","臺北市文山區景興路177巷1~30號",39.05,"住",NA,NA,10309,"土地3建物1車位2","十層",10,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1010605,195.45,4,2,2,"有","有",37000000,191172,"塔式車位",17.6,3000000
"404","文山區","房地(土地+建物)","臺北市文山區興隆路二段203巷91~120號",18.17,"住",NA,NA,10309,"土地1建物1車位0","六層",11,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",860623,76.11,2,2,1,"有","無",11680000,153462,"",0,0
"405","中正區","房地(土地+建物)","臺北市中正區寧波東街24巷1~30號",14.7,"住",NA,NA,10307,"土地1建物1車位0","三層",12,"住宅大樓(11層含以上有電梯)","國民住宅","鋼筋混凝土造",741022,82.76,2,2,1,"有","有",18620000,224988,"",0,0
"406","中正區","車位","臺北市中正區南昌路一段91~120號",0.58,"商",NA,NA,10310,"土地0建物0車位1","一層",15,"其他","見其他登記事項","鋼筋混凝土造",980403,21.88,0,0,0,"有","有",1400000,NA,"塔式車位",0,1400000
"407","文山區","房地(土地+建物)","臺北市文山區木柵路二段91~120號",19.75,"商",NA,NA,10309,"土地1建物1車位0","二層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,62.04,2,1,1,"有","無",7800000,125725,"",0,0
"408","文山區","房地(土地+建物)","臺北市文山區興隆路三段192巷8弄31~60號",30,"住",NA,NA,10309,"土地1建物1車位0","一層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",660519,78.38,3,0,3,"有","無",13000000,165859,"",0,0
"409","文山區","房地(土地+建物)","臺北市文山區景華街1~30號",55.33,"住",NA,NA,10310,"土地1建物1車位0","一層，騎樓",3,"店面(店鋪)","住家用","加強磚造",580607,85.64,2,1,1,"有","無",23000000,268566,"",0,0
"410","文山區","土地","博嘉段三小段211~240地號",166,"住",NA,NA,10309,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",20000000,120482,"",0,0
"411","文山區","房地(土地+建物)+車位","臺北市文山區木柵路三段91~120號",24.55,"商",NA,NA,10307,"土地1建物1車位2","十層",26,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1030609,330.68,4,2,3,"有","有",44020000,133124,"坡道平面",87.62,0
"412","文山區","房地(土地+建物)+車位","臺北市文山區木柵路三段91~120號",24.17,"商",NA,NA,10307,"土地1建物1車位1","十二層",26,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1030609,286.75,4,2,3,"有","有",43080000,150235,"坡道平面",43.81,0
"413","文山區","房地(土地+建物)","臺北市文山區景興路241~270號",2.09,"商",NA,NA,10309,"土地1建物1車位0","十五層",15,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",981028,24.07,1,1,1,"有","有",4750000,197341,"",0,0
"414","文山區","房地(土地+建物)+車位","臺北市文山區興隆路二段203巷31~60號",28.91,"住",NA,NA,10308,"土地1建物1車位1","二層",12,"住宅大樓(11層含以上有電梯)","國民住宅","鋼筋混凝土造",880329,117.3,4,2,1,"有","有",14500000,123615,"坡道平面",36.12,0
"415","文山區","土地","老泉段四小段31~60地號",33.83,"農",NA,NA,10310,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",1200000,35471,"",0,0
"416","文山區","房地(土地+建物)+車位","臺北市文山區保儀路61~90號",24.17,"商",NA,NA,9912,"土地1建物1車位3","十五層",24,"住宅大樓(11層含以上有電梯)","住家用","鋼骨鋼筋混凝土造",1030613,348.89,4,1,2,"有","有",47650000,166287,"坡道平面",103.23,6800000
"417","文山區","房地(土地+建物)","臺北市文山區汀州路四段151~180號",10.45,"住",NA,NA,10309,"土地2建物1車位0","一層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",731115,55.43,1,1,1,"有","有",2797131,50462,"",0,0
"418","文山區","房地(土地+建物)","臺北市文山區興隆路三段112巷2弄1~30號",33.1,"商",NA,NA,10310,"土地1建物1車位0","二層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",690201,113.85,3,2,2,"有","無",8300000,72903,"",0,0
"419","文山區","房地(土地+建物)+車位","臺北市文山區指南路三段31~60號",32.86,"住",NA,NA,10310,"土地1建物1車位2","八層",10,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",961001,184.64,3,2,2,"有","有",18500000,100195,"升降機械",35.56,0
"420","中正區","房地(土地+建物)+車位","臺北市中正區博愛路224巷1~30號",68.36,"住",NA,NA,10208,"土地1建物1車位1","三層，四層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1030806,284.05,1,2,3,"有","有",100880000,376441,"坡道平面",25.63,3600000
"421","文山區","土地","實踐段三小段61~90地號",16.9,"其他",NA,NA,10309,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",397995,23550,"",0,0
"422","中正區","建物","臺北市中正區忠孝東路一段61~90號",0,"",NA,NA,10308,"土地0建物1車位0","十一層",14,"住宅大樓(11層含以上有電梯)","國民住宅","鋼筋混凝土造",900913,132.96,3,2,2,"有","有",21500000,161703,"",0,0
"423","萬華區","房地(土地+建物)","臺北市萬華區康定路151~180號",5.69,"商",NA,NA,10309,"土地1建物1車位0","四層",10,"華廈(10層含以下有電梯)","見使用執照","鋼筋混凝土造",710512,54,2,0,2,"有","有",6850000,126852,"",0,0
"424","中正區","房地(土地+建物)+車位","臺北市中正區濟南路二段1~30號",12.95,"住",NA,NA,10309,"土地1建物1車位1","三層",11,"套房(1房1廳1衛)","見其他登記事項","鋼筋混凝土造",960129,79.48,1,1,1,"有","有",19100000,277282,"其他",17.81,2000000
"425","萬華區","房地(土地+建物)","臺北市萬華區艋舺大道120巷11弄1~30號",20.25,"商",NA,NA,10308,"土地2建物1車位0","一層，騎樓",5,"公寓(5樓含以下無電梯)","商業用","鋼筋混凝土造",760625,148.1,0,0,0,"無","無",19500000,131668,"",0,0
"426","大同區","房地(土地+建物)","臺北市大同區迪化街一段91~120號",250,"其他",NA,NA,10304,"土地4建物2車位0","見其他登記事項，二層，三層",3,"公寓(5樓含以下無電梯)","見其他登記事項","鋼筋混凝土造",960730,335.2,0,3,3,"有","無",75000000,223747,"",0,0
"427","大同區","房地(土地+建物)","臺北市大同區寧夏路1~30號",4.18,"商",NA,NA,10310,"土地1建物1車位0","六層",14,"套房(1房1廳1衛)","商業用","鋼筋混凝土造",851028,46.65,1,0,1,"有","有",7300000,156484,"",0,0
"428","萬華區","房地(土地+建物)","臺北市萬華區中華路二段130巷31~60號",12.57,"住",NA,NA,10309,"土地4建物1車位0","二層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",690122,48.82,2,1,1,"有","無",6000000,122900,"",0,0
"429","萬華區","房地(土地+建物)","臺北市萬華區環河南路三段211~240號",18.2,"住",NA,NA,10310,"土地2建物1車位0","四層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",681009,60.56,2,2,1,"有","無",7180000,118560,"",0,0
"430","萬華區","房地(土地+建物)","臺北市萬華區寶興街91~120號",50.91,"住",NA,NA,10310,"土地1建物1車位0","一層，騎樓",5,"公寓(5樓含以下無電梯)","商業用","鋼筋混凝土造",711123,105.09,0,0,0,"無","無",20500000,195071,"",0,0
"431","大同區","房地(土地+建物)+車位","臺北市大同區重慶北路三段211~240號",8.41,"住",NA,NA,10310,"土地2建物1車位1","六層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1030528,62.03,0,0,0,"無","有",11900000,191843,"塔式車位",9.14,0
"432","大同區","房地(土地+建物)+車位","臺北市大同區重慶北路三段211~240號",8.41,"住",NA,NA,10310,"土地2建物1車位1","九層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1030528,62.03,0,0,0,"無","有",12250000,197485,"塔式車位",9.14,0
"433","萬華區","土地","漢中段二小段631~660地號",42.8,"其他",NA,NA,10309,"土地3建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",1582272,36969,"",0,0
"434","中山區","房地(土地+建物)","臺北市中山區林森北路91~120號",4.46,"商",NA,NA,10310,"土地2建物1車位0","四層",12,"套房(1房1廳1衛)","商業用","鋼筋混凝土造",710224,40.07,1,1,1,"有","有",6550000,163464,"",0,0
"435","中山區","房地(土地+建物)","臺北市中山區長安東路二段181~210號",5.9,"商",NA,NA,10309,"土地1建物1車位0","七層",12,"住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造",720430,55.68,2,1,1,"有","有",12600000,226293,"",0,0
"436","內湖區","房地(土地+建物)","臺北市內湖區陽光街92巷7弄1~30號",32.76,"住",NA,NA,10309,"土地1建物1車位0","二層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",720725,110.07,3,2,2,"有","無",18000000,163532,"",0,0
"437","中山區","房地(土地+建物)","臺北市中山區新生北路三段1~30號",2.93,"商",NA,NA,10310,"土地2建物1車位0","五層",12,"套房(1房1廳1衛)","商業用","鋼筋混凝土造",740327,28.82,1,1,1,"有","有",5100000,176960,"",0,0
"438","內湖區","房地(土地+建物)","臺北市內湖區環山路一段136巷22弄1~30號",36.77,"住",NA,NA,10309,"土地2建物1車位0","四層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,91.28,5,2,2,"有","無",14250000,156113,"",0,0
"439","中山區","房地(土地+建物)","臺北市中山區新生北路三段31~60號",4.06,"商",NA,NA,10309,"土地1建物1車位0","三層",10,"套房(1房1廳1衛)","商業用","鋼筋混凝土造",830926,36.79,1,1,1,"有","有",6850000,186192,"",0,0
"440","中山區","房地(土地+建物)+車位","臺北市中山區松江路421~450號",20.07,"住",NA,NA,10309,"土地4建物1車位1","二層",15,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",951221,186.52,3,2,2,"有","有",43480000,233112,"坡道平面",39.5,0
"441","內湖區","房地(土地+建物)+車位","臺北市內湖區內湖路一段411巷90弄1~30號",8.66,"住",NA,NA,10309,"土地1建物1車位1","八層",9,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",981204,59.31,1,1,1,"有","有",9500000,160175,"升降機械",7.44,0
"442","中山區","房地(土地+建物)","臺北市中山區民權東路二段92巷1弄1~30號",10.04,"住",NA,NA,10310,"土地1建物1車位0","四層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",920411,36.66,2,1,1,"有","無",7000000,190944,"",0,0
"443","中山區","房地(土地+建物)","臺北市中山區林森北路301~330號",4.55,"商",NA,NA,10310,"土地1建物1車位0","七層",14,"住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造",920213,41.14,1,1,1,"有","有",8100000,196889,"",0,0
"444","內湖區","房地(土地+建物)+車位","臺北市內湖區週美里南京東路六段361~390號",58.08,"住",NA,NA,10211,"土地1建物1車位1","二層",10,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1030801,279.83,3,2,2,"有","無",54630000,227374,"坡道平面",51.22,2650000
"445","內湖區","房地(土地+建物)+車位","臺北市內湖區週美里南京東路六段361~390號",57.55,"住",NA,NA,10211,"土地1建物1車位1","一層",10,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1030801,278.82,3,2,2,"有","無",65900000,277460,"坡道平面",51.22,2750000
"446","內湖區","房地(土地+建物)+車位","臺北市內湖區內湖路一段411巷90弄1~30號",11.61,"住",NA,NA,10310,"土地1建物1車位1","九層",9,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",981204,70.36,1,1,1,"有","有",13900000,197555,"升降機械",4.6,0
"447","內湖區","房地(土地+建物)+車位","臺北市內湖區成功路五段31~60號",29.04,"商",NA,NA,10309,"土地1建物1車位1","三層",15,"住宅大樓(11層含以上有電梯)","國民住宅","鋼筋混凝土造",840725,165.35,3,2,1,"有","有",26400000,159661,"坡道平面",0,0
"448","中山區","土地","吉林段四小段481~510地號",151.97,"其他",NA,NA,10309,"土地3建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",4540320,29876,"",0,0
"449","內湖區","房地(土地+建物)+車位","臺北市內湖區新富街121~150號",48.32,"住",NA,NA,10309,"土地1建物1車位1","三層",13,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1020808,300.42,3,2,3,"有","有",54890000,204722,"坡道平面",42.07,2000000
"450","中山區","房地(土地+建物)","臺北市中山區南京東路二段91~120號",3.3,"其他",NA,NA,10310,"土地3建物1車位0","五層",18,"套房(1房1廳1衛)","住家用","見其他登記事項",990917,50.77,1,1,1,"有","有",16000000,315147,"",0,0
"451","松山區","房地(土地+建物)","臺北市松山區延吉街46巷1~30號",25.05,"其他",NA,NA,10309,"土地1建物1車位0","五層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",661228,122.32,3,2,2,"有","有",28000000,228908,"",0,0
"452","信義區","房地(土地+建物)","臺北市信義區福德街51巷1~30號",35.25,"住",NA,NA,10308,"土地1建物1車位0","一層",4,"公寓(5樓含以下無電梯)","住家用","加強磚造",581210,49.94,1,3,1,"有","無",7500000,150180,"",0,0
"453","松山區","車位","臺北市松山區八德路三段181~210號",4.34,"商",NA,NA,10310,"土地0建物0車位1","地下三層",11,"其他","停車空間","鋼骨鋼筋混凝土造",950418,42.69,0,0,0,"有","有",2100000,NA,"坡道平面",0,2100000
"454","信義區","房地(土地+建物)","臺北市信義區松山路482巷31~60號",12.89,"住",NA,NA,10307,"土地2建物1車位0","九層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",740723,112.61,3,2,2,"有","有",24000000,213125,"",0,0
"455","內湖區","房地(土地+建物)","臺北市內湖區康寧路三段190巷31~60號",12.47,"住",NA,NA,10309,"土地1建物1車位0","十一層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",970103,54.43,1,1,1,"有","有",13000000,238839,"",0,0
"456","南港區","房地(土地+建物)","臺北市南港區成福路194巷1~30號",11.12,"住",NA,NA,10310,"土地1建物1車位0","四層",9,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1030314,57.48,2,1,1,"有","有",13850000,240953,"",0,0
"457","松山區","房地(土地+建物)","臺北市松山區民族東路668巷2弄1~30號",39,"住",NA,NA,10309,"土地2建物1車位0","二層",4,"公寓(5樓含以下無電梯)","住家用","加強磚造",600410,103.25,3,2,2,"有","無",17380000,168329,"",0,0
"458","信義區","土地","逸仙段三小段181~210地號",67.19,"其他",NA,NA,10309,"土地3建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",2873120,42761,"",0,0
"459","南港區","房地(土地+建物)","臺北市南港區重陽路1~30號",28.8,"住",NA,NA,10308,"土地1建物1車位0","四層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,93.87,3,1,2,"有","無",12500000,133163,"",0,0
"460","南港區","房地(土地+建物)+車位","臺北市南港區中坡北路91~120號",11.78,"住",NA,NA,10309,"土地3建物1車位1","六層",9,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",851205,98.95,1,1,1,"有","有",13400000,135422,"坡道平面",0,0
"461","士林區","房地(土地+建物)","臺北市士林區天母東路105巷31~60號",18.61,"住",NA,NA,10310,"土地1建物1車位0","五層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",680105,90.6,3,1,1,"有","無",12500000,137969,"",0,0
"462","北投區","土地","豐年段一小段331~360地號",176,"農",NA,NA,10310,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",12777600,72600,"",0,0
"463","士林區","房地(土地+建物)","臺北市士林區社子街1~30號",23.7,"住",NA,NA,10309,"土地2建物1車位0","五層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",700910,71.43,3,1,1,"有","無",7800000,109198,"",0,0
"464","北投區","房地(土地+建物)+車位","臺北市北投區石牌路二段348巷1~30號",32.01,"住",NA,NA,10309,"土地1建物1車位1","地下一層",6,"華廈(10層含以下有電梯)","商業用","鋼筋混凝土造",821231,121.01,3,2,2,"有","有",13000000,107429,"升降機械",0,0
"465","北投區","房地(土地+建物)+車位","臺北市北投區泉源路1~30號",39.28,"住",NA,NA,10309,"土地1建物1車位1","六層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",921119,177.59,3,2,2,"有","有",24000000,135143,"坡道平面",29.93,0
"466","士林區","房地(土地+建物)","臺北市士林區中山北路六段157巷1~30號",15.47,"工",NA,NA,10308,"土地1建物1車位0","二層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",971002,85.49,2,2,1,"有","有",25660000,300152,"",0,0
"467","北投區","房地(土地+建物)","臺北市北投區榮華三路31~60號",37.75,"其他",NA,NA,10309,"土地1建物1車位0","三層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",581119,134.58,2,1,1,"有","無",20000000,148610,"",0,0
"468","士林區","土地","溪洲段三小段541~570地號",84.51,"其他",NA,NA,10310,"土地4建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",5367000,63507,"",0,0
"469","北投區","房地(土地+建物)","臺北市北投區石牌路二段75巷1~30號",28.33,"商",NA,NA,10308,"土地1建物1車位0","一層，騎樓，地下層",3,"店面(店鋪)","住商用","加強磚造",600413,84.23,0,0,0,"無","無",40500000,480826,"",0,0
"470","士林區","土地","陽明段一小段751~780地號",1,"其他",NA,NA,10310,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",240950,0,"",0,0
"471","北投區","房地(土地+建物)+車位","臺北市北投區溫泉路31~60號",40.19,"住",NA,NA,10308,"土地1建物1車位1","六層",13,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",990329,171.62,3,1,1,"有","有",20000000,132714,"坡道平面",35.99,2000000
"472","大安區","房地(土地+建物)","臺北市大安區大安路二段61~90號",6.75,"住",NA,NA,10310,"土地1建物1車位0","七層",12,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",981113,41.88,1,1,1,"有","有",16000000,382044,"",0,0
"473","士林區","土地","陽明段一小段751~780地號",0.67,"其他",NA,NA,10310,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",134000,0,"",0,0
"474","大安區","房地(土地+建物)","臺北市大安區泰順街26巷1~30號",40.02,"住",NA,NA,10309,"土地3建物1車位0","四層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",731012,147.41,4,2,2,"有","無",18000000,122108,"",0,0
"475","北投區","房地(土地+建物)","臺北市北投區中心街27巷23弄1~30號",40.33,"其他",NA,NA,10309,"土地2建物1車位0","三層，陽台",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",650412,103.64,3,2,2,"有","無",9400000,90699,"",0,0
"476","大安區","土地","懷生段一小段241~270地號",47.8,"其他",NA,NA,10309,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",2616858,54746,"",0,0
"477","中正區","房地(土地+建物)","臺北市中正區和平西路一段31~60號",2.22,"商",NA,NA,10309,"土地2建物1車位0","十二層",14,"套房(1房1廳1衛)","住家用","見其他登記事項",970513,19.94,1,1,1,"有","有",4330000,217151,"",0,0
"478","中山區","房地(土地+建物)","臺北市中山區明水路541~570號",10.8,"住",NA,NA,10308,"土地1建物1車位0","三層，四層",16,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",850530,47.44,2,1,1,"有","有",12990000,273820,"",0,0
"479","大同區","房地(土地+建物)","臺北市大同區民生西路241~270號",14.33,"商",NA,NA,10308,"土地1建物1車位0","五層",11,"住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造",890411,114.01,3,2,3,"有","有",22000000,192966,"",0,0
"480","信義區","房地(土地+建物)","臺北市信義區光復南路541~570號",11.38,"商",NA,NA,10308,"土地1建物1車位0","十一層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",771115,92.68,2,2,1,"有","有",29800000,321536,"",0,0
"481","南港區","房地(土地+建物)","臺北市南港區成福路121巷47弄1~30號",57.01,"住",NA,NA,10309,"土地4建物1車位0","全",2,"透天厝","住家用","加強磚造",NA,68.8,2,2,1,"有","無",15000000,218023,"",0,0
"482","信義區","房地(土地+建物)","臺北市信義區基隆路一段35巷5弄31~60號",28.5,"住",NA,NA,10310,"土地2建物1車位0","一層，平台",4,"公寓(5樓含以下無電梯)","住家用","加強磚造",601228,78.36,2,2,2,"有","無",16000000,204186,"",0,0
"483","松山區","房地(土地+建物)","臺北市松山區八德路三段99巷15弄1~30號",44,"住",NA,NA,10309,"土地1建物1車位0","二層，陽台",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",650105,106.32,3,2,1,"有","無",19800000,186230,"",0,0
"484","內湖區","房地(土地+建物)+車位","臺北市內湖區內湖路一段285巷65弄61~90號",17.26,"住",NA,NA,10310,"土地1建物1車位1","二層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",961207,97.55,2,2,1,"有","有",18100000,185546,"升降平面",14.54,0
"485","士林區","房地(土地+建物)","臺北市士林區忠義街71巷13弄1~30號",30.56,"住",NA,NA,10309,"土地1建物1車位0","三層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",700317,119.28,3,2,2,"有","無",18000000,150905,"",0,0
"486","信義區","房地(土地+建物)","臺北市信義區吳興街361巷23弄1~30號",27.4,"商",NA,NA,10309,"土地2建物1車位0","四層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",690211,88.99,3,2,1,"有","無",12050000,135408,"",0,0
"487","信義區","土地","祥和段三小段31~60地號",8.14,"其他",NA,NA,10310,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",200000,24570,"",0,0
"488","士林區","房地(土地+建物)+車位","臺北市士林區忠誠路二段1~30號",25.21,"住",NA,NA,10307,"土地1建物1車位1","八層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",711231,216.41,5,3,3,"有","有",52580000,242954,"坡道平面",39.35,0
"489","松山區","房地(土地+建物)","臺北市松山區健康路331~360號",29,"住",NA,NA,10309,"土地1建物1車位0","十一層",11,"住宅大樓(11層含以上有電梯)","國民住宅","鋼筋混凝土造",880806,165.28,3,2,2,"有","無",8750000,52940,"",0,0
"490","北投區","房地(土地+建物)","臺北市北投區翠宜路1~30號",21,"住",NA,NA,10309,"土地1建物1車位0","地下一層",4,"套房(1房1廳1衛)","商業用","鋼筋混凝土造",840726,50.01,1,0,1,"有","有",5850000,116977,"",0,0
"491","北投區","土地","湖田段二小段181~210地號",9687.32,"其他",NA,NA,10309,"土地3建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",71660000,7397,"",0,0
"492","大安區","房地(土地+建物)","臺北市大安區延吉街241巷2弄1~30號",23.47,"住",NA,NA,10309,"土地3建物1車位0","六層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",710707,124,3,2,2,"有","有",33000000,266129,"",0,0
"493","大安區","土地","懷生段二小段241~270地號",74.72,"其他",NA,NA,10301,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",74434533,996180,"",0,0
"494","大安區","房地(土地+建物)","臺北市大安區仁愛路四段61~90號",5.6,"其他",NA,NA,10308,"土地2建物1車位0","五層",14,"住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造",NA,57.19,2,1,1,"有","有",20600000,360203,"",0,0
"495","大安區","房地(土地+建物)","臺北市大安區敦化南路一段181~210號",22.07,"其他",NA,NA,10306,"土地1建物1車位0","九層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",NA,218.96,5,2,3,"有","有",78700000,359426,"",0,0
"496","大安區","車位","臺北市大安區敦化南路一段187巷1~30號",1.42,"其他",NA,NA,10306,"土地0建物0車位1","地下三層",14,"其他","見使用執照","鋼筋混凝土造",731030,47.1,0,0,0,"有","有",3500000,NA,"坡道平面",0,3500000
"497","士林區","房地(土地+建物)+車位","臺北市士林區重慶北路四段181~210號",26.28,"住",NA,NA,10309,"土地1建物1車位2","十二層",15,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1020711,313.99,4,2,3,"有","有",46000000,146501,"坡道平面",69.54,0
"498","北投區","房地(土地+建物)","臺北市北投區文林北路91~120號",23.19,"住",NA,NA,10307,"土地1建物1車位0","十一層",11,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",701230,182.43,4,2,2,"有","有",30800000,168832,"",0,0
"499","士林區","房地(土地+建物)+車位","臺北市士林區基河路181~210號",41.19,"住",NA,NA,10308,"土地1建物1車位1","五層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840811,182.22,3,1,2,"有","有",28126000,154352,"坡道平面",0,0
"500","北投區","房地(土地+建物)+車位","臺北市北投區翠嶺路31~60號",66.25,"住",NA,NA,10310,"土地2建物1車位1","四層，電梯樓梯間",8,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",850920,179.24,3,2,2,"有","無",15500000,86481,"坡道平面",0,0
"501","信義區","車位","臺北市信義區基隆路二段91~120號",0.04,"商",NA,NA,10310,"土地0建物0車位1","一層，地下一層，地下二層",12,"其他","見使用執照","鋼筋混凝土造",831008,48.66,0,0,0,"有","有",1500000,NA,"升降平面",0,1500000
"502","信義區","房地(土地+建物)","臺北市信義區基隆路二段91~120號",8.29,"商",NA,NA,10309,"土地1建物1車位0","六層",12,"辦公商業大樓","見其他登記事項","鋼筋混凝土造",831008,76.82,2,2,1,"有","有",18280000,237959,"",0,0
"503","松山區","房地(土地+建物)+車位","臺北市松山區光復北路210巷31~60號",24.51,"住",NA,NA,10309,"土地3建物1車位1","一層",13,"住宅大樓(11層含以上有電梯)","國民住宅","鋼筋混凝土造",910307,120.83,2,2,1,"有","有",25250000,208971,"坡道平面",0,0
"504","信義區","房地(土地+建物)","臺北市信義區虎林街108巷121~150號",56,"住",NA,NA,10309,"土地2建物1車位0","全",3,"透天厝","住家用","鋼筋混凝土造",811201,160.68,10,2,4,"有","無",35000000,217824,"",0,0
"505","松山區","車位","臺北市松山區民生東路五段181~210號",4.66,"商",NA,NA,10310,"土地0建物0車位1","地下一層",16,"其他","見使用執照","鋼筋混凝土造",721229,48.42,0,0,0,"有","有",2800000,NA,"坡道平面",0,2800000
"506","信義區","房地(土地+建物)","臺北市信義區基隆路一段147巷5弄31~60號",12.03,"住",NA,NA,10309,"土地2建物1車位0","四層",6,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",800903,39.06,1,1,1,"有","有",9950000,254736,"",0,0
